participant_id,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20,L21
647198,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493503,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
678780,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
703181,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1
314282,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700864,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
664836,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701221,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
686757,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
399078,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
681052,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
682562,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
700016,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
582674,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
697804,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
679034,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
587510,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
674562,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
658833,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
660713,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428210,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
693862,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1
329191,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460008,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
680066,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
687757,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
300502,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
678248,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
699583,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
683215,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
686057,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
659047,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
665900,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
694517,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
680288,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
669414,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388148,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
302815,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
696224,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
677154,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441607,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
697718,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
636660,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
676510,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
699829,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
677102,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
672099,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
697861,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
696633,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
473362,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
658652,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
687242,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
657354,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
688019,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
661495,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
701057,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
676665,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
691623,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
537908,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
694867,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
664716,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
700783,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
661697,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
690879,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
659748,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
682614,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
663296,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
666837,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
690912,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
694704,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
622205,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
662814,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
669008,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
681507,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
690453,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
700520,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
691661,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
663836,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
465054,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
678828,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
699905,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
684069,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
675217,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
662125,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
694583,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
668442,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
666405,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0
668728,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
703820,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
700690,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
685869,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
670827,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0
633515,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
703829,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
697445,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
692895,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
647728,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
702766,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
661227,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
602294,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701568,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
697068,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0
693646,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
703764,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
669481,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1
354723,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700808,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
671893,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
691039,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
661620,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
694419,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
670299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
670497,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435049,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
661665,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
659406,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
662428,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
176775,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
692664,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
544729,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
680197,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605156,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
687489,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
629425,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
670533,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
695210,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
672741,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
702387,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
694156,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
695645,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
676407,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
627473,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1
697338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
662067,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
680317,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
687147,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
669243,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
692826,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
679392,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
695255,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
686815,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
679084,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
666337,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
501732,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1
680275,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
695752,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
643698,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
660876,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
666382,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
704643,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
658140,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
545741,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
685181,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
700311,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370512,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
680114,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
690905,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
700041,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
661368,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310064,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
594453,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
659904,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1
702947,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
666099,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
659359,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
695739,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
694061,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
679655,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
335906,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
680440,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700456,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
547697,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
532814,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
700496,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
682659,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
549914,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0
673173,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
667811,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
699248,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
578110,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
703486,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
702513,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
699963,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
702838,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
670645,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
680520,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
684040,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409900,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
326316,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
660689,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
694436,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
662249,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
679077,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
665379,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
657394,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
691759,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
694669,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258059,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
330723,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
688333,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
657490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
694920,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
567683,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700697,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
696951,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464535,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
701945,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
661090,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
676948,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
678454,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
686379,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
527036,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
672047,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
663058,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
677020,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
686146,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
680405,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
699247,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
585784,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
670677,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
565952,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
672144,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
698086,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
673318,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
685368,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
669905,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
583660,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
662004,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
668165,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
692929,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
697716,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
383340,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
685092,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
703753,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
687442,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
658227,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
685336,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
681963,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
659432,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0
660175,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
695814,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
686905,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
674314,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
690939,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
661144,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605945,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
697811,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0
699596,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
660989,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
660598,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
657028,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
699595,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
675515,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
647076,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
685923,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
674572,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
694593,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
679126,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
682685,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
678776,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
695766,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
675180,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
646174,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
686244,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
616942,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
665418,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
689480,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
679771,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
611834,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
677828,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
681160,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
700811,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
657949,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
694146,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434201,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
660884,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
665829,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
677393,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1
675484,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
700103,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
683682,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
688053,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
682457,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
657994,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
